# Category classification table for Water Providers raster.
# - the value corresponds to raster data value
# - set colors so that adjacent municipalities have different colors
# - the WaterProviders.csv file corresponding to WaterProviders.tif was
#   pasted into this file (first 2 columns) and classification properties were added,
#   'Name' was changed to 'label' consistent with InfoMapper conventions
#Value,Name,color,opacity,fillColor,fillOpacity,weight,label
value,label,color,opacity,fillColor,fillOpacity,weight,label
53,ACADEMY SWD,#0033cc,1.0,#0033cc,0.3,2
69,Arapahoe County Water and Wastewater Authority,#0033cc,1.0,#0033cc,0.3,2
2,Arvada,#0033cc,1.0,#0033cc,0.3,2
3,Aurora,#0033cc,1.0,#0033cc,0.3,2
102,Avondale Water & Sanitation District,#0033cc,1.0,#0033cc,0.3,2
116,Baseline Water District,#0033cc,1.0,#0033cc,0.3,2
72,Bell Mountain Ranch Metro District,#0033cc,1.0,#0033cc,0.3,2
122,Berthoud,#0033cc,1.0,#0033cc,0.3,2
73,Beverly Hills Mutual Water Company,#0033cc,1.0,#0033cc,0.3,2
38,BLUE MOUNTAIN WATER,#0033cc,1.0,#0033cc,0.3,2
4,Boulder,#0033cc,1.0,#0033cc,0.3,2
5,Brighton,#0033cc,1.0,#0033cc,0.3,2
6,Broomfield,#0033cc,1.0,#0033cc,0.3,2
7,Brush,#0033cc,1.0,#0033cc,0.3,2
8,Canon City,#0033cc,1.0,#0033cc,0.3,2
74,Castle Pines Metropolitan District,#0033cc,1.0,#0033cc,0.3,2
75,Castle Pines North Metropolitan District,#0033cc,1.0,#0033cc,0.3,2
9,Castle Rock,#0033cc,1.0,#0033cc,0.3,2
77,Centennial Water and Sanitation District,#0033cc,1.0,#0033cc,0.3,2
65,Central Weld County Water District,#0033cc,1.0,#0033cc,0.3,2
78,Chatfield South Water District,#0033cc,1.0,#0033cc,0.3,2
105,Cherokee Metropolitan District,#0033cc,1.0,#0033cc,0.3,2
39,Consolidated Mutual Water Company,#0033cc,1.0,#0033cc,0.3,2
10,Colorado Springs,#0033cc,1.0,#0033cc,0.3,2
80,Cottonwood Water and Sanitation District,#0033cc,1.0,#0033cc,0.3,2
